Date,Mkt-RF,SMB,HML,RMW,CMA,RF
2021-01-01,-0.0003,0.0708,0.0285,-0.0392,0.0518,0.0001
2021-02-01,0.0278,0.045599999999999995,0.071,0.0039000000000000003,-0.0195,0.0
2021-03-01,0.0308,-0.0078000000000000005,0.0727,0.0634,0.035699999999999996,0.0
2021-04-01,0.0493,-0.0316,-0.0095,0.024700000000000003,-0.0271,0.0
2021-05-01,0.0029,0.012,0.0713,0.024,0.0302,0.0
2021-06-01,0.0275,-0.0040999999999999995,-0.0775,-0.0204,-0.0102,0.0
2021-07-01,0.0127,-0.045899999999999996,-0.0181,0.0548,-0.0052,0.0
2021-08-01,0.0291,-0.0070999999999999995,-0.001,-0.0022,-0.0182,0.0
2021-09-01,-0.0437,0.0109,0.051,-0.0195,0.0209,0.0
2021-10-01,0.0665,-0.027200000000000002,-0.0045000000000000005,0.0172,-0.0144,0.0
2021-11-01,-0.0155,-0.0177,-0.0040999999999999995,0.0727,0.0174,0.0
2021-12-01,0.031,-0.0079,0.0322,0.0483,0.0432,0.0001
2022-01-01,-0.0625,-0.0409,0.128,0.0084,0.0774,0.0
2022-02-01,-0.0229,0.0292,0.031,-0.021,0.0316,0.0
2022-03-01,0.030600000000000002,-0.022000000000000002,-0.0176,-0.015,0.0318,0.0001
2022-04-01,-0.0946,-0.004,0.0617,0.0347,0.0587,0.0001
2022-05-01,-0.0034000000000000002,-0.0016,0.0859,0.017,0.039900000000000005,0.0003
2022-06-01,-0.08439999999999999,0.013600000000000001,-0.061,0.0174,-0.0472,0.0006
2022-07-01,0.09570000000000001,0.0183,-0.0403,0.0085,-0.0682,0.0008
2022-08-01,-0.0377,0.0152,0.0029,-0.0479,0.013300000000000001,0.0019
2022-09-01,-0.0935,-0.0104,0.0002,-0.0146,-0.0079,0.0019
2022-10-01,0.0783,0.018799999999999997,0.0806,0.0331,0.0662,0.0023
2022-11-01,0.0461,-0.0275,0.0141,0.0632,0.032,0.0029
2022-12-01,-0.0641,-0.0014000000000000002,0.0134,0.0027,0.0421,0.0033
2023-01-01,0.0664,0.044199999999999996,-0.04,-0.0242,-0.0444,0.0034999999999999996
2023-02-01,-0.0259,0.0066,-0.0083,0.0103,-0.0132,0.0034000000000000002
2023-03-01,0.025099999999999997,-0.0693,-0.08869999999999999,0.0233,-0.0239,0.0036
2023-04-01,0.0060999999999999995,-0.025699999999999997,-0.0005,0.0242,0.0285,0.0034999999999999996
2023-05-01,0.0034999999999999996,-0.0038,-0.0774,-0.0182,-0.07200000000000001,0.0036
2023-06-01,0.0647,0.013600000000000001,-0.002,0.0227,-0.016200000000000003,0.004
2023-07-01,0.0321,0.028399999999999998,0.041100000000000005,-0.005699999999999999,0.0062,0.0045000000000000005
2023-08-01,-0.0239,-0.0368,-0.0108,0.0342,-0.023700000000000002,0.0045000000000000005
2023-09-01,-0.0524,-0.0179,0.014499999999999999,0.018500000000000003,-0.0084,0.0043
2023-10-01,-0.0318,-0.0405,0.0019,0.024700000000000003,-0.0067,0.004699999999999999
2023-11-01,0.0883,-0.0011,0.0166,-0.0381,-0.009899999999999999,0.0044
2023-12-01,0.0487,0.0733,0.0492,-0.0304,0.013000000000000001,0.0043
2024-01-01,0.006999999999999999,-0.056799999999999996,-0.024700000000000003,0.0066,-0.0102,0.004699999999999999
2024-02-01,0.0507,-0.0076,-0.0352,-0.019799999999999998,-0.0216,0.0042
2024-03-01,0.028300000000000002,-0.0118,0.042199999999999994,0.0147,0.011899999999999999,0.0043
2024-04-01,-0.0467,-0.0255,-0.0052,0.0148,-0.003,0.004699999999999999
2024-05-01,0.0434,0.0077,-0.0167,0.0297,-0.030699999999999998,0.0044
2024-06-01,0.0277,-0.0437,-0.0331,0.0051,-0.0178,0.0040999999999999995
2024-07-01,0.0124,0.0828,0.0574,0.0022,0.0043,0.0045000000000000005
2024-08-01,0.0161,-0.0365,-0.0113,0.0085,0.0086,0.0048
2024-09-01,0.0174,-0.0102,-0.0259,0.0004,-0.0026,0.004
2024-10-01,-0.0097,-0.0088,0.0089,-0.0138,0.0103,0.0039000000000000003
2024-11-01,0.06509999999999999,0.0478,-0.0005,-0.0262,-0.0217,0.004
2024-12-01,-0.0317,-0.0387,-0.029500000000000002,0.0182,-0.011000000000000001,0.0037
